track_name,acousticness,danceability,energy,instrumentalness,loudness,tempo,valence,happiness,sadness,love,calm,energetic
Steadyme,0.6160608771,0.957253886,0.4944563117,0.9188078109,0.7978562222,0.5462699061,0.3267900522,0,0,0,1,0
Engraçado,0.7638070841,0.8497409326,0.5331095514,0.9558067831,0.8094118179,0.2681721244,0.6786457369,1,0,0,1,0
synthetic,0,0.3212435233,0.8870918523,0.004748201439,0.952895683,0.7924713824,0.1699255983,0,0,0,1,0
Hokkaido Halfpipe,0.4522334503,0.8510362694,0.5249720273,0.8602261048,0.8730467425,0.2677203542,0.6154642207,1,0,0,1,0
No Pressure,0.1215633679,0.6696891192,0.6032956973,0,0.8893964406,0.7255562421,0.6034815194,0,0,0,1,0
Lemon Market,0.8602944029,0.7461139896,0.3795137829,0.9414182939,0.6839962914,0.8000385333,0.1514068781,0,0,0,1,0
everything i once held dear,0.856274098,0.7810880829,0.3154307802,0.9588900308,0.7459804165,0.2744371143,0.6840924193,0,0,0,1,0
Coconut Crab,0.3346395304,1,0.43240769,0.8705035971,0.8468374754,0.3278988035,0.9215677731,1,0,0,1,0
Terracotta,0.9557766455,0.7772020725,0.4466483572,0.9311408016,0.8123742113,0.2545060756,0.4237409994,0,0,0,1,0
Soft Breeze,0.9567817218,0.3860103627,0.1343708677,0.9208633094,0.6136677144,0.573409337,0.03855161821,0,0,0,1,0
Pleasure Management,0.8301421158,0.7875647668,0.1791272505,0.8951695786,0.7312815178,0.6932280974,0.6176428937,0,0,0,1,0
Blue Skies,0.4160507057,0.6606217617,0.7619774184,0.02559095581,0.8969041858,0.4676951083,0.7592566368,1,0,0,1,0
resilience,0.006160514293,0.3082901554,0.7243413691,1.44E-06,0.9147690012,0.6922647639,0.4989052168,0,0,0,1,0
Skyline Moods,0.08517960813,0.7435233161,0.4140982606,0.8869475848,0.8370231338,0.7658568021,0.8616542664,1,0,0,1,0
Blue Sky,0.750741093,0.4715025907,0.4761468823,0.7677286742,0.7407566541,0.3606521436,0.9215677731,1,0,0,1,0
Down in strenght,0.4532385265,0.6606217617,0.1140270573,0.9352517986,0.6893331223,0.3589447179,0.1372455038,0,0,0,1,0
My Cat Picks Cactus Flowers,0.9075329861,0.7474093264,0.2645712542,0.901336074,0.64801791,0.2945741069,0.5272279654,0,0,0,1,0
Summertalks,0.974873094,0.5777202073,0.01729223884,0.9116135663,0.4784830737,0.3213680665,0.1383348402,0,0,0,1,0
Magic Mind,0.894466995,0.6955958549,0.02746414403,0.802672148,0.596029036,0.6667663219,0.09432564625,0,0,0,1,0
TRUE LOVE,0.01824153067,0.7577720207,0.8738683755,6.26E-06,0.9208294702,0.2947335552,0.4226516629,0,0,0,1,0
Home,0.3386598354,0.6994818653,0.7579086563,0,0.885280749,0.3138341339,1,0,0,0,1,0
Floatation Device,0.1868933234,0.8976683938,0.2859322551,0.1788283659,0.7644331879,0.5004484484,0.7941154043,0,0,0,1,0
Milky Way,0.000437610194,0.4948186528,0.9959312379,0.9393627955,1,0.9520791395,0.3028246495,0,0,0,1,0
Kitty Got Claws,0.8110456672,0.7966321244,0.4517343098,0.6557040082,0.7474503064,0.8658176044,0.4640464493,0,0,0,1,0
Nowhere,0.0007270721506,0.378238342,0.9715186654,0,0.9677302639,0.8930101848,0.4978158803,0,0,0,1,0
Nice monsters and scary spirits,0.5648019889,0.6683937824,0.2554165395,0.9157245632,0.8360733588,0.9107820275,0.3529341278,0,0,0,1,0
Passeio,0.8834111564,0.3665803109,0.4822500254,0.9331963001,0.7363243708,0.4936187458,0.5054412357,0,0,0,1,0
Gero-Gero,0.4602740602,0.7448186528,0.2788119215,0.7728674203,0.8560638611,0.8265003089,0.4749398142,0,0,0,1,0
Urban Chillax,0.9547715693,0.7292746114,0.4303733089,0.9825282631,0.7867529002,0.8666281333,0.1121907646,0,0,0,1,0
Mooging Away,0.2461928215,0.8626943005,0.3469636863,0.52004111,0.7762827616,0.8798955614,0.7647033192,0,0,0,1,0
Euá,0.8743654702,0.7759067358,0.3347574001,0.9383350462,0.7975170168,0.2214471263,0.2734125644,0,0,0,1,0
Inner Peace,0.9819086277,0,0.003031227749,0.8509763618,0.2502657109,0.7105215953,0.1481388686,0,0,0,1,0
Mystiqa,0.2733298799,0.9637305699,0.4202014037,0.1438848921,0.801881459,0.6398461324,0.193891001,0,0,0,1,0
In My Lifetime,0.5416852355,0.689119171,0.8972637575,0,0.9610139979,0.3566858669,0.8997810434,0,0,0,1,0
Ocean view,0.07673696773,0.6502590674,0.7406164175,0,0.9267994844,0.2702781709,0.7167725139,0,0,0,1,0
Enough,0.2210659155,0.8005181347,0.5504017903,0,0.8609031908,0.6662614022,0.263608536,0,0,0,1,0
WDY,0.2059897719,0.7655440415,0.8280948022,0,0.9699916329,0.5669118184,0.5348533208,0,0,0,1,0
Leap Year,3.55E-05,0.5362694301,0.997965619,3.29E-06,0.9791954049,0.2346414738,0.6437869694,0,0,0,1,0
Colora,0.01452274859,0.8911917098,0.4802156444,1.87E-05,0.8749236788,0.533793076,0.6089282018,0,0,0,1,0
Heaven's Nite,0.8623045554,0.7642487047,0.4517343098,0.950668037,0.7711268402,0.2412851534,0.4673144588,0,0,0,1,0
ambar,0.5768629038,0.6761658031,0.4639405961,0,0.8723231044,0.9327194573,0.8148127975,0,0,0,1,0
City,0.04216234514,0.7240932642,0.5483674092,0,0.9320006332,0.5341717657,0.7886687219,0,0,0,1,0
take five,0.5416852355,0.4235751295,0.2625368732,0.0008016443988,0.7465683725,0.8945249437,0.6514123248,0,0,0,1,0
Vivid Awake,0.9859289327,0.5284974093,0.25643373,0.9763617677,0.5934510753,0,0.6830030828,0,0,0,1,0
study in lo-fi hillshade,0.9386903495,0.6748704663,0.5371783135,0.9712230216,0.706587368,0.6665205057,0.1361561673,0,0,0,1,0
Color Me,1,0.3031088083,0.1374224392,0.9753340185,0.4607991678,0.3261182974,0.2712338914,0,0,0,1,0
Artifacts,0.6632994603,0.8497409326,0.4649577866,0.9434737924,0.7303543565,0.533666846,0.267965882,0,0,0,1,0
that 90s low,0.0513437868,0.7585669782,0.6094898173,0.800209205,0.8009438956,0.7121261156,0.7394789579,1,0,0,1,0
Breath Out,0.9788268886,0.222741433,0.2767163552,0.960251046,0.4923694425,0.111897416,0.4822979292,0,0,0,1,0
Ice Cubes,0.3789220668,0.6526479751,0.5863951291,0.6464435146,0.7392378264,0.1723086438,0.5112447116,1,0,0,1,0
Fiasco,0.3516994951,0.6433021807,0.3879907621,0.9665271967,0.5855681016,0.1586657749,0.4589178357,1,0,0,1,0
Gas Station Oasis,0.8648953847,0.8193146417,0.08461053958,0.9341004184,0.3431104446,0.6552244924,0.4266310399,0,0,0,1,0
nightfall,1,0.3613707165,0,0.9843096234,0,0.07296813308,0.097083055,0,0,0,1,0
Beach Day,0.4051363952,0.8660436137,0.3187066975,0.6066945607,0.3862473536,0.6837759894,0.477844578,0,0,0,1,0
peach lemonade,0.7247495523,0.6417445483,0.3407516271,0.8765690377,0.4739767114,0.8280581386,0.6604319751,1,0,0,1,0
grind,0.0493273,0.5763239875,0.7092168801,0,0.8042078335,0.8287197854,0.2317969272,0,0,0,1,0
Essence,0.02664182355,0.9641744548,0.6997690531,8.97E-06,0.784447777,0.2811495394,0.6281451792,1,0,0,1,0
Jicaletas,0.01877752504,0.7975077882,0.4352298971,0.5366108787,0.6440102329,0.5691169173,0.8129592518,1,0,0,1,0
Purple Tie,0.9354724225,0.769470405,0.2011337392,0.9487447699,0.4682427664,0.1228505469,0.4232910265,0,0,0,1,0
can you call me back,0.9445466131,0.7429906542,0.2620197355,1,0.5667784051,0.05917423605,0.3119572478,0,0,0,1,0
Still Trying,0.8195244318,0.4439252336,0.1108545035,0.001830543933,0.3867766408,0.115471747,0.2284569138,0,0,0,1,0
haze avenue,0.4343754537,0.761682243,0.253621667,0.9121338912,0.6474947071,0.07232806173,0.1583166333,0,0,0,1,0
The Simple Life,0.7328154995,0.761682243,0.4866680663,0.9822175732,0.6513761468,0.1442821492,0.4488977956,1,0,0,1,0
Solitaire,0.1228282437,0.7180685358,0.6210371615,0,0.7140525759,0.7554855552,0.5012246716,0,0,0,1,0
Aerials,0.0007450918711,0.2087227414,0.9254671426,0.03619246862,0.8631792519,0.1036196394,0.2106435092,0,0,0,1,0
Soft Break,0.6773621126,0.5186915888,0.2221289104,0.9309623431,0.4879146083,0.1450948241,0.4132709864,0,0,0,1,0
Summers Up,0.3960622046,0.9112149533,0.1056057107,0.7813807531,0.2863443896,0.1083446604,0.4756179025,0,0,0,1,0
poolSide,0.407152882,0.722741433,0.253621667,0.809623431,0.5217007763,0.0796996699,0.4889779559,1,0,0,1,0
Birdie's Best Brownies,0.8366645695,0.6557632399,0.5339072013,0.9780334728,0.69751235,0.1088049365,0.953239813,1,0,0,1,0
freefall,0.05527593605,0.4719626168,0.6619777451,0.0004592050209,0.6709156669,0.294612613,0.3019372077,0,0,0,1,0
Calico Citrus,0.9616867509,0.5514018692,0.1853873609,0.9560669456,0.1726358504,0.03685084899,0.1661099978,0,0,0,1,0
Satisfaction,0.0746342093,0.8130841121,0.9391140038,0.03682008368,0.7729357798,0.4393334628,0.3030505455,0,0,0,1,0
Easy On Me,0.5825872332,0.5825545171,0.3418013857,0,0.7175370501,0.5541076039,0.1026497439,0,1,0,0,0
Happier,0.1923970382,0.7118380062,0.7889985303,0,0.9279287227,0.2522959862,0.7049654865,0,1,1,0,0
when the party's over,0.9858845924,0.2133956386,0.07411295402,4.15E-05,0.4279728299,0.1273526218,0.1783567134,0,1,0,0,0
Be Alright,0.7025681976,0.5031152648,0.5727482679,0,0.7704657728,0.4440944429,0.4511244712,0,1,1,0,0
idfc,0.6158592654,0.6230529595,0.4824690321,4.23E-05,0.6630204658,0.574891943,0.3086172345,0,1,1,0,0
sleeping with ghosts,0.04902482699,0.6557632399,0.3837917279,0,0.7206686662,0.381417794,0.1772433756,0,1,0,0,0
Jocelyn Flores,0.4726887028,1,0.3680453496,4.32E-06,0.6458627382,0.4968607737,0.4444444444,0,1,0,0,0
Someone Like You,0.9001839036,0.507788162,0.2924627336,0,0.6852505293,0.5052464275,0.2852371409,0,1,1,0,0
Robbery,0.3305263837,0.6121495327,0.6840226748,0,0.8232621736,0.1076254792,0.5880650189,0,1,0,0,0
changes,0.8901014696,0.6838006231,0.2809153895,0,0.6051076217,0,0.5368514807,0,1,1,0,0
Get You The Moon (feat. Snøw),0.7257577957,0.4174454829,0.2042830149,0,0.3196012703,0.3882356326,0.05755956357,0,1,1,0,0
Memories,0.009693252029,0.1713395639,0.6756246063,0,0.7710391673,0.3454587298,0.5769316411,0,1,0,0,0
Someone You Loved,0.7570133411,0.4221183801,0.3827419693,0,0.7986944248,0.3233223299,0.4544644845,0,1,0,0,0
5 Years,0.3537159819,0.8925233645,0.5328574428,0,0.735885674,0.4099908664,0.7929191717,0,1,0,0,0
7 Years,0.2891884044,0.8333333333,0.4541255511,0,0.7920783345,0.3959668314,0.3364506791,0,1,0,0,0
Half A Man,0.8618706545,0.4314641745,0.1717404997,0,0.5386379675,0.09227815055,0.3397906925,0,1,0,0,0
COULD'VE HAD IT ALL,0.05749407153,0.4672897196,0.5926936805,5.87E-05,0.6614767114,0.7088034981,0.1995101314,0,1,0,0,1
Everybody Dies In Their Nightmares,0.8538047073,0.785046729,0.555952131,2.24E-05,0.7375176429,0.4676044791,0.7250055667,0,1,0,0,0
Sorry,0.407152882,0.3909657321,0.7942473231,0,0.868604446,0.2251253173,0.5090180361,0,1,1,0,0
what i would do,0.00265571311,0.5171339564,0.726013017,0.0004644351464,0.7052752294,0.4668637223,0.1482965932,0,1,0,0,0
Let It Go,0.8245656487,0.492211838,0.2840646651,1.73E-05,0.5906404375,0.5935403137,0.2317969272,0,1,1,0,0
thoughts while we lay,0.5654470955,0.7647975078,0.08356078102,6.43E-05,0.5223623853,0.3584543356,0.2941438432,0,1,0,0,0
"i hate u, i love u (feat. olivia o'brien)",0.6924857636,0.4080996885,0.2462733571,0,0.4581422018,0.198968694,0.1583166333,0,1,1,0,0
Arms Around You,0.03027149978,0.7367601246,0.71656519,2.15E-06,0.8087949894,0.2879242271,0.2785571142,0,1,1,0,0
Unreachable,0.9253899885,0.7679127726,0.1580936385,0.0001872384937,0.3631351447,0.5834789675,0.2741037631,0,1,0,0,0
Without You (feat. Usher),0.2286938005,0.5887850467,0.6021415075,4.00E-06,0.8847918137,0.4527318101,0.4054776219,1,0,0,0,0
Next To You (feat. Justin Bieber),0.02008824146,0.6853582555,0.6672265379,0,0.8407727594,0.3598783145,0.3464707192,1,0,1,0,0
Want to Want Me,0.008957234348,0.8489096573,0.6714255721,0,0.8062367678,0.3530532841,0.6882654197,1,0,0,0,0
Childs Play,0.01746680863,0.8037383178,0.4562250682,1.15E-05,0.5532815808,0.1083950031,0.2830104654,1,0,0,0,0
AOK,0.1258529739,0.7803738318,0.6147386101,0,0.7440014114,0.1262450826,0.9176130038,1,0,0,0,0
Too Close,0.1681991966,0.2959501558,0.5433550283,0,0.7965331687,0.7267542629,0.5568915609,1,0,0,0,0
Up Up & Away,0.0726177225,0.6697819315,0.8824270418,3.56E-05,0.7792872265,0.3961466267,0.6103317747,1,0,0,0,1
Home,0.3396005743,0.6806853583,0.7417593953,0,0.7378263938,0.1580976217,0.9799599198,1,0,0,0,0
That's What I Like,0.01292971334,0.9704049844,0.5454545455,0,0.8303634439,0.4971844053,0.9153863282,1,0,0,0,0
Marry You,0.3345593573,0.6090342679,0.8183917699,0,0.8345977417,0.5751364646,0.4611445112,1,0,1,0,0
my ex's best friend (with blackbear),0.004591540435,0.7803738318,0.6661767793,0,0.8227328864,0.4315447295,0.2896904921,1,0,0,0,1
The Nights,0.01655938957,0.4626168224,0.8341381482,0,0.8154992943,0.4390529821,0.6860387442,1,0,0,0,1
Love Me Less (feat. Quinn XCII),0.08330510252,0.7819314642,0.8561830779,0,0.9521436133,0.5760642085,0.8162992652,1,0,0,0,0
Drew Barrymore,0.4948700576,0.5404984424,0.5066134789,0,0.8049135498,0.5033981316,0.2807837898,1,0,1,0,0
La La Land (feat. YG),0.2226443401,0.8473520249,0.4541255511,0,0.8232621736,0.2374664682,0.4210643509,1,0,0,0,0
Sour Patch Kids,0.01434125409,0.4563862928,0.7795507033,1.79E-05,0.8249382498,0.08381338684,0.6047650857,1,0,0,0,0
Rockabye (feat. Sean Paul & Anne-Marie),0.4091693688,0.7632398754,0.7585555322,0,0.869751235,0.2663200213,0.7840124694,1,0,0,0,1
The Greatest (feat. Kendrick Lamar),0.01010663182,0.6822429907,0.7186647071,0.0005010460251,0.7789343684,0.9134321488,0.7695390782,1,0,0,0,0
Pursuit Of Happiness - Extended Steve Aoki Remix,0.009390779009,0.7663551402,0.678773882,0.004320083682,0.8203069866,0.4536523622,0.6470719216,1,0,0,0,1
Heroes (we could be),0.0305739728,0.4252336449,0.7428091539,0,0.8672812279,0.4384272944,0.3542640837,1,0,0,0,1
Summer,0.02109648486,0.5700934579,0.8561830779,0.01861924686,0.8923341567,0.4531920861,0.7851258072,1,0,0,0,1
Feel So Close - Radio Edit,0.0008025617448,0.7429906542,0.9275666597,0.007353556485,0.9238267466,0.4531057844,0.9810732576,1,0,0,0,1
Let's Go (feat. Ne-Yo),0.007656600365,0.7476635514,0.8834768003,0.008064853556,0.9198570924,0.4536739376,0.932086395,1,0,0,0,1
Outside (feat. Ellie Goulding),0.2145783929,0.6479750779,0.8215410456,0,0.8673253352,0.453810582,0.4232910265,1,0,0,0,1
Gold,0.6582054881,0.4439252336,0.5800965778,0.1694560669,0.8374206069,0.2123958086,0.128256513,1,0,0,0,0
I'm Yours,0.5634306087,0.7367601246,0.423682553,0,0.6376146789,0.6186828914,0.7506123358,0,0,1,0,0
You're The One,0.03238881092,0.9252336449,0.3732941423,0.002991631799,0.6229710656,0.3819859472,0.2395902917,0,0,1,0,0
Wake Me Up - Acoustic Guitar & Saxophone Edit,0.7479391505,0.6619937695,0.319756456,0,0.5815984474,0.2546764763,0.3609441104,0,1,1,0,0
Stand by Me,0.05951055832,0.8193146417,0.5685492337,0,0.7084068454,0.4972131725,0.6314851926,0,0,1,0,0
Eyes Are Blue,0.7146671184,0.6168224299,0.2609699769,9.28E-06,0.5267290049,0.440016685,0.1505232688,0,1,1,0,0
Turn Me On,0.8709448451,0.3099688474,0.1465462944,4.60E-06,0.5774964714,0.7602537272,0.4978846582,0,0,1,0,0
Shallow,0.3738808498,0.5327102804,0.3617467982,0,0.7685691602,0.2219753033,0.3175239368,0,1,1,0,0
One Life,0.2176031231,0.3629283489,0.8257400798,0,0.8537844037,0.7823613598,0.4021376086,0,0,1,0,0
You Are The Reason,0.9253899885,0.1542056075,0.2042830149,0,0.7095977417,0.7628499716,0.2028501447,0,1,1,0,0
Say You Won't Let Go,0.7005517108,0.199376947,0.5423052698,0,0.7228740296,0.1446201644,0.5079046983,0,0,1,0,0
It'll Be Okay,0.6209004823,0.261682243,0.2578207012,0.0001527196653,0.5251411433,0.09585248154,0.03206412826,0,1,1,0,0
Can't Forget Interlude,0.7045846844,0.8426791277,0.2882636993,0,0.6907639379,0.2315404144,0.2084168337,0,1,1,0,0
Selfish,0.1147622965,0.6355140187,0.5874448877,0,0.7915931546,0.2664350903,0.002338009352,0,1,1,0,0
Forget Me,0.0002429866589,0.6604361371,0.8761284904,0.0089958159,0.8354798871,0.2520083137,0.5390781563,0,1,1,0,0
Rest,0.4091693688,0.2492211838,0.6157883687,9.48E-05,0.6164431898,0.5694621243,0.2618570474,0,1,1,0,0
Another Love - Zwette Edit,0.08068366968,0.9968847352,0.5391559941,0.07730125523,0.7921224418,0.4247772336,0.4722778891,0,0,1,0,0
She Will Be Loved,0.2297020439,0.6557632399,0.6535796767,0,0.8035462244,0.2665717347,0.4756179025,0,0,1,0,0
Picasso,0.1561002759,0.8676012461,0.5297081671,0,0.7745677488,0.5386883572,0.2206635493,0,0,0,1,0
Out of Time,0.2569246157,0.6542056075,0.7554062566,0,0.8541372618,0.2022553525,0.8908928969,0,0,1,0,0
Palms (with Little Rain),0.2307102873,0.9501557632,0.6199874029,0,0.8189396613,0.2959071393,0.6403918949,0,0,1,0,1
My Mind & Me,0.5704883124,0.5763239875,0.3659458325,0,0.7965772759,0.5655857372,0.2295702516,0,1,0,0,0
El Ritmo - Radio Edit,0.2216360967,0.7087227414,0.8876758346,0.7907949791,0.73998765,0.4247053155,0.6014250724,0,0,0,0,1
Been Dreaming,0.0003659923535,0.6978193146,0.9737560361,0.3964435146,0.8446983063,0.4820815983,0.6303718548,1,0,0,0,1
Gone In The Morning,0.04327783962,0.9548286604,0.3890405207,0.0009633891213,0.7019671842,0.4677698908,1,0,0,0,0,1
Show Me All Your Love,0.006285389343,0.5529595016,0.9317656939,0.008378661088,0.7489414255,0.4244464102,0,0,0,0,0,1
Say It - Extended Mix,0.002766619884,0.5965732087,0.9769053118,0.02416317992,0.9389996471,0.453659554,0.452237809,0,0,0,0,1
Don't Need Your Love,0.02301214732,0.5358255452,0.8005458744,0,0.773950247,0.1449150287,0.613671788,0,0,1,0,1
Back Around,0.2387762345,0.8738317757,0.7218139828,0.6736401674,0.7640261115,0.3952836091,0.4756179025,1,0,0,0,1
Higher With You - Arggic Remix,0.07846553421,0.6090342679,0.8887255931,0.1631799163,0.7597035992,0.3960890922,0.02004008016,0,0,0,0,1
Heat,0.4434496443,0.8271028037,0.508712996,7.01E-06,0.7448394495,0.1146087294,0.5490981964,0,0,0,0,1
Remember My Name,0.0003347368081,0.1292834891,0.6829729162,0.4424686192,0.9168136909,1,0.6203518147,0,0,0,0,1
Goodbye,0.4494991047,0.5124610592,0.4541255511,0.001474895397,0.7090243472,0.4048487202,0.399910933,0,1,0,0,0
Far Away,0.000509162916,0.4485981308,0.7942473231,0,0.8218948483,0.4889282041,0.2841238032,0,0,0,0,1
My Lady - Original Club Mix,0.00468228234,0.6588785047,0.9002729372,0.03420502092,0.8276287932,0.4965515257,0.9075929637,1,0,0,0,1
Red Palms,0.09933617255,0.5747663551,0.914969557,0.2447698745,0.6955275229,0.4391464757,0.2830104654,0,0,0,0,1
Aku,0,0.3271028037,1,0.001286610879,1,0.7570246032,0.1560899577,0,0,0,0,1
Darling Please,0.3214521931,0.5732087227,0.754356498,0.005951882845,0.6853828511,0.2075916776,0.8508127366,0,0,0,0,1
Underwater,0.01897917372,0.5934579439,0.8068444258,0.01935146444,0.7567484121,0.3816623156,0.4344244044,0,0,1,0,1
Cosmic,0.001516398071,0.06386292835,0.7155154315,0.01161087866,0.6952187721,0.446510892,0.1382765531,0,0,1,0,1
Teach Me to Love Again,0.04579844811,0.4563862928,0.90552173,0,0.7994883557,0.4534078405,0.2473836562,0,0,0,0,1
Keys,0.2327267741,0.9657320872,0.4163342431,0.910041841,0.5723800282,0.5972009464,0.9220663549,0,0,0,0,1
Dance With Me Tonight - Radio Version,0.003633709206,0.6682242991,0.9989502414,0.8650627615,0.9238708539,0.5401051443,0.6916054331,0,0,0,0,1
Can't Hold Me Down,0.002433899563,0.484423676,0.9370144867,0.0005470711297,0.8347300635,0.1801333362,0.1182364729,0,0,0,0,1
Defeating Darkness,0.006648356967,0,0.8792777661,0.370292887,0.7717889908,0.5401267197,0.4132709864,0,0,0,0,1
You Own the Night,0.2387762345,0.691588785,0.5779970607,0.0003483263598,0.6646083275,0.4244751775,0.5880650189,0,0,1,0,1
